Surface|pl1|pl1_flag|pl1_hand|pl1_bet|pl2|pl2_flag|pl2_hand|pl2_bet|Result|DiffProffTime|DiffPts|DiffWeight|DiffHeight
Varioussurfaces|Fucsovics M.|HUN|Right-Handed|1.78|Kokkinakis T.|AUS|Right-Handed|2.02|0.0|2.0|663.0|-2.0|-5.0
Varioussurfaces|Griekspoor T.|NLD|Right-Handed|1.08|Diez S.|CAN|Right-Handed|7.49|0.0|-5.0|724.0|9.0|13.0
clay|Ajdukovic D.|HRV|Right-Handed|2.2|Caruso S.|ITA|Right-Handed|1.63|0.0|-7.0|-242.0|-5.0|0.0
Varioussurfaces|Schwartzman D.|ARG|Right-Handed|1.19|Machac T.|CZE|Right-Handed|4.27|0.0|8.0|2034.0|-9.0|-13.0
Varioussurfaces|Bublik A.|KAZ|Right-Handed|1.1|Durasovic V.|NOR|Right-Handed|6.89|0.0|2.0|1434.0|-3.0|13.0
clay|Halys Q.|FRA|Right-Handed|1.38|Masur D.|DEU|Right-Handed|2.93|0.0|0.0|184.0|0.0|8.0
Varioussurfaces|Chrysochos P.|CYP|Right-Handed|2.47|Maamoun K.|EGY|Right-Handed|1.5|0.0|-4.0|-142.0|11.0|10.0
Varioussurfaces|Ruusuvuori E.|FIN|Right-Handed|1.21|Bergs Z.|BEL|Right-Handed|4.26|0.0|0.0|526.0|-4.0|3.0
clay|Carballes Baena R.|ESP|Right-Handed|1.16|Nikles J.|CHE|Right-Handed|5.04|0.0|4.0|734.0|9.0|13.0
Varioussurfaces|Sousa J.|PRT|Right-Handed|1.43|Zuk K.|POL|Right-Handed|2.7|0.0|11.0|383.0|-4.0|2.0
clay|Harris A.|AUS|Right-Handed|1.29|Takahashi Y.|JPN|Right-Handed|3.14|0.0|3.0|57.0|13.0|13.0
Varioussurfaces|Jarry N.|CHL|Right-Handed|1.33|Rola B.|SVN|Left-Handed|3.22|0.0|-4.0|44.0|5.0|5.0
Varioussurfaces|Mannarino A.|FRA|Left-Handed|1.09|Quiroz R.|ECU|Left-Handed|7.0|0.0|2.0|893.0|-9.0|-13.0
Varioussurfaces|Watanuki Y.|JPN|Right-Handed|1.35|Madaras D.|SWE|Left-Handed|3.01|0.0|2.0|93.0|-22.0|-11.0
Varioussurfaces|Alcaraz C.|ESP|Right-Handed|1.02|Copil M.|ROU|Right-Handed|14.21|0.0|-13.0|1009.0|-15.0|-8.0
Varioussurfaces|Catarina L.|MCO|Right-Handed|1.28|Moundir A.|MAR|Right-Handed|3.56|0.0|0.0|80.0|-11.0|-6.0
Varioussurfaces|Sinner J.|ITA|Right-Handed|1.1|Gombos N.|SVK|Right-Handed|6.95|0.0|-7.0|2805.0|-9.0|-5.0
Varioussurfaces|Rinderknech A.|FRA|Right-Handed|1.18|Gomez E.|ECU|Right-Handed|4.74|0.0|-5.0|607.0|5.0|11.0
Varioussurfaces|Baez S.|ARG|Right-Handed|1.38|Lehecka J.|CZE|Right-Handed|3.04|0.0|1.0|299.0|-10.0|-13.0
Varioussurfaces|Horansky F.|SVK|Right-Handed|1.21|Sonego L.|ITA|Right-Handed|4.26|0.0|4.0|-1581.0|1.0|0.0
Varioussurfaces|Van De Zandschulp B.|NLD|Right-Handed|1.1|Galarneau A.|CAN|Right-Handed|6.8|0.0|4.0|934.0|4.0|8.0
Varioussurfaces|Borges N.|PRT|Right-Handed|2.15|Majchrzak K.|POL|Right-Handed|1.65|0.0|1.0|-673.0|-3.0|5.0
Varioussurfaces|Zverev A.|DEU|Right-Handed|1.02|Seyboth Wild T.|BRA|Right-Handed|14.96|0.0|3.0|7018.0|12.0|13.0
Varioussurfaces|Ruud C.|NOR|Right-Handed|1.08|Kukushkin M.|KAZ|Right-Handed|7.58|0.0|-8.0|3685.0|5.0|0.0
Varioussurfaces|De Minaur A.|AUS|Right-Handed|1.08|Piros Z.|HUN|Right-Handed|7.87|0.0|0.0|1405.0|1.0|3.0
clay|Mager G.|ITA|Right-Handed|1.34|Brancaccio R.|ITA|Right-Handed|3.08|0.0|3.0|805.0|5.0|5.0
Varioussurfaces|Ymer E.|SWE|Right-Handed|2.44|Daniel T.|JPN|Right-Handed|1.53|0.0|-4.0|-110.0|-1.0|-8.0
Varioussurfaces|Bhambri Y.|IND|Right-Handed|1.42|Torpegaard M.|DNK|Right-Handed|2.77|0.0|5.0|-332.0|-9.0|-8.0
